nome,matrícula,curso
Fernanda,MAT2960,Engenharia
Lucia,MAT8418,Engenharia
Ana,MAT8643,Administração
Pedro,MAT8012,Ciências da Computação
João,MAT2168,Administração
João,MAT1271,Administração
Maria,MAT3992,Administração
Fernanda,MAT2488,Engenharia
Ana,MAT1469,Administração
Carlos,MAT7258,Economia
Carlos,MAT9472,Ciências da Computação
João,MAT3888,Administração
João,MAT4772,Medicina
Ana,MAT2140,Administração
Lucia,MAT9180,Economia
Rafael,MAT7723,Engenharia
Ana,MAT2876,Medicina
Fernanda,MAT2100,Economia
João,MAT4886,Ciências da Computação
Pedro,MAT6504,Economia
Rafael,MAT8239,Engenharia
Carlos,MAT8993,Ciências da Computação
Maria,MAT6479,Administração
Maria,MAT3880,Engenharia
João,MAT6866,Engenharia
Maria,MAT9860,Economia
Julia,MAT3781,Medicina
Lucia,MAT5100,Economia
Pedro,MAT4052,Engenharia
Lucia,MAT5815,Ciências da Computação
Julia,MAT8924,Economia
Fernanda,MAT8985,Ciências da Computação
Gabriel,MAT2376,Ciências da Computação
Ana,MAT8306,Engenharia
Pedro,MAT7828,Economia
Gabriel,MAT3790,Medicina
Rafael,MAT3802,Engenharia
Gabriel,MAT6982,Ciências da Computação
Fernanda,MAT1665,Ciências da Computação
Maria,MAT8878,Medicina
Maria,MAT3212,Economia
Pedro,MAT6270,Economia
João,MAT5823,Economia
Carlos,MAT7850,Ciências da Computação
Ana,MAT1821,Ciências da Computação
Gabriel,MAT3694,Medicina
Carlos,MAT1322,Economia
Carlos,MAT3508,Economia
Pedro,MAT5984,Administração
Gabriel,MAT6350,Economia
Pedro,MAT2193,Medicina
Maria,MAT8975,Engenharia
João,MAT6600,Economia
Ana,MAT9863,Ciências da Computação
Carlos,MAT4103,Ciências da Computação
Rafael,MAT1409,Economia
Maria,MAT3013,Ciências da Computação
Rafael,MAT7142,Economia
João,MAT1627,Ciências da Computação
João,MAT8122,Ciências da Computação
Maria,MAT4258,Medicina
Rafael,MAT1900,Engenharia
João,MAT8314,Economia
Ana,MAT3334,Engenharia
Lucia,MAT2518,Economia
Carlos,MAT3358,Medicina
Ana,MAT8547,Engenharia
Carlos,MAT3067,Engenharia
João,MAT5804,Administração
Carlos,MAT3396,Engenharia
Fernanda,MAT4090,Engenharia
João,MAT5665,Economia
Rafael,MAT8866,Engenharia
Ana,MAT2170,Ciências da Computação
Julia,MAT3235,Administração
Carlos,MAT3781,Ciências da Computação
João,MAT7328,Ciências da Computação
João,MAT1316,Engenharia
Julia,MAT7782,Economia
Pedro,MAT2986,Engenharia
Ana,MAT2025,Ciências da Computação
Pedro,MAT6528,Administração
Maria,MAT4036,Administração
Fernanda,MAT9383,Medicina
Julia,MAT4937,Economia
Pedro,MAT2170,Administração
Carlos,MAT7156,Economia
Lucia,MAT8380,Economia
João,MAT6628,Engenharia
Fernanda,MAT8277,Administração
Lucia,MAT6760,Economia
Rafael,MAT3450,Medicina
Ana,MAT1519,Ciências da Computação
Julia,MAT9305,Economia
Maria,MAT1108,Administração
Lucia,MAT2646,Economia
Fernanda,MAT6734,Ciências da Computação
Carlos,MAT5482,Engenharia
João,MAT2584,Administração
Fernanda,MAT7833,Administração
Lucia,MAT4121,Administração
Fernanda,MAT4959,Ciências da Computação
Carlos,MAT4651,Ciências da Computação
Pedro,MAT7979,Administração
Maria,MAT7206,Engenharia
Rafael,MAT5926,Medicina
Gabriel,MAT5923,Administração
Rafael,MAT5564,Ciências da Computação
Maria,MAT8216,Medicina
Fernanda,MAT4255,Ciências da Computação
Pedro,MAT1864,Economia
João,MAT5849,Medicina
Julia,MAT3342,Economia
Maria,MAT5268,Administração
João,MAT6579,Economia
Carlos,MAT8048,Engenharia
Gabriel,MAT9213,Engenharia
Gabriel,MAT9436,Engenharia
Fernanda,MAT6123,Medicina
Lucia,MAT1565,Ciências da Computação
Pedro,MAT1084,Ciências da Computação
Carlos,MAT1527,Medicina
Pedro,MAT4955,Medicina
Carlos,MAT6969,Ciências da Computação
Fernanda,MAT8059,Medicina
João,MAT4623,Engenharia
Maria,MAT2985,Engenharia
Pedro,MAT6151,Ciências da Computação
Fernanda,MAT7434,Engenharia
Ana,MAT2778,Economia
Carlos,MAT1707,Engenharia
Pedro,MAT8057,Administração
Carlos,MAT4484,Medicina
Ana,MAT7705,Administração
Rafael,MAT1016,Medicina
Maria,MAT5107,Ciências da Computação
Julia,MAT5384,Medicina
Carlos,MAT2419,Ciências da Computação
João,MAT3714,Economia
Carlos,MAT8042,Engenharia
Maria,MAT9528,Engenharia
Fernanda,MAT9858,Economia
Julia,MAT1749,Engenharia
Pedro,MAT3177,Administração
Pedro,MAT3990,Engenharia
Lucia,MAT1305,Administração
Fernanda,MAT3015,Ciências da Computação
Julia,MAT4565,Administração
Carlos,MAT4155,Ciências da Computação
Julia,MAT7709,Ciências da Computação
Rafael,MAT1866,Economia
Rafael,MAT4294,Engenharia
Carlos,MAT1679,Engenharia
Carlos,MAT1710,Medicina
Julia,MAT7036,Economia
Julia,MAT2655,Ciências da Computação
Julia,MAT1107,Medicina
Gabriel,MAT9085,Engenharia
Pedro,MAT6494,Engenharia
Gabriel,MAT9892,Economia
João,MAT6470,Administração
Julia,MAT7865,Engenharia
Lucia,MAT3209,Economia
João,MAT5636,Economia
Gabriel,MAT8598,Medicina
Gabriel,MAT8339,Medicina
Lucia,MAT3223,Medicina
João,MAT1048,Medicina
Julia,MAT4787,Economia
Maria,MAT3538,Economia
Ana,MAT9670,Engenharia
Maria,MAT4064,Ciências da Computação
João,MAT1576,Administração
Ana,MAT5911,Administração
Pedro,MAT9309,Administração
Carlos,MAT1281,Medicina
Ana,MAT6169,Engenharia
Julia,MAT2632,Engenharia
Julia,MAT7469,Engenharia
Pedro,MAT9942,Medicina
Carlos,MAT1876,Administração
Carlos,MAT1976,Ciências da Computação
Julia,MAT8458,Economia
João,MAT5078,Ciências da Computação
Gabriel,MAT9600,Economia
Maria,MAT7005,Economia
Ana,MAT4113,Administração
João,MAT8061,Engenharia
Lucia,MAT1038,Medicina
Rafael,MAT9387,Medicina
Maria,MAT2395,Administração
Pedro,MAT9406,Engenharia
Gabriel,MAT7152,Engenharia
Lucia,MAT8103,Administração
Lucia,MAT8467,Economia
Julia,MAT2294,Ciências da Computação
Julia,MAT1270,Ciências da Computação
Fernanda,MAT2445,Engenharia
João,MAT9723,Economia
Lucia,MAT4894,Medicina
Lucia,MAT8795,Engenharia
Julia,MAT4490,Medicina
Pedro,MAT2791,Engenharia
Rafael,MAT4200,Engenharia
Pedro,MAT3988,Administração
Julia,MAT7371,Ciências da Computação
Fernanda,MAT9418,Administração
Ana,MAT6979,Engenharia
Fernanda,MAT5864,Administração
Maria,MAT1350,Administração
Pedro,MAT6415,Administração
Lucia,MAT4735,Engenharia
Julia,MAT4565,Medicina
Rafael,MAT3633,Engenharia
Lucia,MAT7937,Administração
Maria,MAT5893,Engenharia
Julia,MAT7301,Administração
Fernanda,MAT1957,Medicina
Carlos,MAT4208,Engenharia
Ana,MAT5679,Administração
Rafael,MAT2930,Ciências da Computação
Gabriel,MAT4322,Engenharia
Julia,MAT9560,Ciências da Computação
Pedro,MAT8201,Engenharia
Pedro,MAT6220,Administração
Rafael,MAT7239,Medicina
Gabriel,MAT3201,Administração
Gabriel,MAT5709,Engenharia
Fernanda,MAT9136,Administração
Carlos,MAT8641,Administração
Fernanda,MAT9901,Engenharia
Gabriel,MAT3852,Engenharia
Carlos,MAT4124,Administração
Maria,MAT4341,Medicina
Fernanda,MAT8617,Administração
Julia,MAT4007,Administração
Fernanda,MAT8022,Ciências da Computação
Rafael,MAT4547,Engenharia
Pedro,MAT4303,Engenharia
Lucia,MAT5932,Administração
Maria,MAT4457,Medicina
Julia,MAT3186,Medicina
Pedro,MAT1624,Economia
Ana,MAT2967,Medicina
Pedro,MAT2855,Engenharia
Carlos,MAT2654,Engenharia
Pedro,MAT6189,Administração
Ana,MAT9816,Engenharia
Lucia,MAT6794,Engenharia
Ana,MAT1643,Ciências da Computação
Fernanda,MAT4789,Ciências da Computação
Pedro,MAT4507,Ciências da Computação
Gabriel,MAT6077,Ciências da Computação
Ana,MAT9485,Medicina
Maria,MAT9670,Medicina
Pedro,MAT1501,Economia
Ana,MAT1516,Administração
Fernanda,MAT6466,Ciências da Computação
Pedro,MAT2380,Ciências da Computação
Rafael,MAT4447,Medicina
Lucia,MAT4549,Administração
Lucia,MAT3889,Administração
João,MAT6348,Economia
Rafael,MAT1248,Ciências da Computação
Maria,MAT4830,Ciências da Computação
Pedro,MAT2195,Economia
João,MAT9909,Medicina
Rafael,MAT2907,Economia
Maria,MAT4484,Engenharia
Fernanda,MAT1685,Economia
Gabriel,MAT9282,Medicina
Fernanda,MAT3342,Medicina
Julia,MAT3625,Economia
Pedro,MAT3402,Ciências da Computação
Maria,MAT8234,Ciências da Computação
Gabriel,MAT6731,Medicina
Ana,MAT3460,Administração
Maria,MAT7539,Engenharia
Julia,MAT8857,Ciências da Computação
Carlos,MAT9670,Economia
Pedro,MAT3735,Engenharia
Ana,MAT9308,Economia
Pedro,MAT9805,Ciências da Computação
Lucia,MAT8323,Ciências da Computação
Ana,MAT1039,Ciências da Computação
Carlos,MAT5183,Administração
Lucia,MAT2965,Engenharia
Ana,MAT7547,Engenharia
Fernanda,MAT7690,Economia
João,MAT3216,Engenharia
Julia,MAT3882,Economia
Carlos,MAT3421,Medicina
Carlos,MAT5391,Engenharia
Fernanda,MAT5420,Ciências da Computação
Lucia,MAT6820,Engenharia
Carlos,MAT9370,Medicina
Rafael,MAT3758,Engenharia
Rafael,MAT3210,Engenharia
Pedro,MAT2183,Ciências da Computação
João,MAT7229,Economia
Fernanda,MAT8422,Economia
Fernanda,MAT4398,Medicina
Gabriel,MAT6423,Administração
Julia,MAT3207,Engenharia
Rafael,MAT1009,Medicina
Julia,MAT9769,Ciências da Computação
Lucia,MAT6182,Economia
Maria,MAT4176,Medicina
Ana,MAT3628,Engenharia
Lucia,MAT8312,Ciências da Computação
João,MAT9767,Economia
Rafael,MAT5315,Medicina
Pedro,MAT9231,Medicina
Maria,MAT6005,Medicina
Julia,MAT8226,Engenharia
Lucia,MAT2245,Economia
Carlos,MAT2386,Medicina
João,MAT3853,Administração
Fernanda,MAT2533,Engenharia
Ana,MAT4430,Medicina
João,MAT8092,Economia
Lucia,MAT7922,Engenharia
Fernanda,MAT1989,Administração
Rafael,MAT2503,Engenharia
Rafael,MAT1074,Administração
Ana,MAT7795,Ciências da Computação
Julia,MAT1765,Economia
Fernanda,MAT2582,Administração
Gabriel,MAT1350,Administração
Julia,MAT8874,Medicina
Pedro,MAT1157,Administração
João,MAT8942,Administração
Julia,MAT3590,Engenharia
Gabriel,MAT7128,Administração
Lucia,MAT4735,Engenharia
Maria,MAT8594,Medicina
Ana,MAT4781,Ciências da Computação
João,MAT6761,Administração
Carlos,MAT8910,Administração
Pedro,MAT8566,Medicina
Fernanda,MAT7248,Medicina
Julia,MAT2180,Administração
João,MAT6818,Economia
Maria,MAT5474,Administração
Rafael,MAT5327,Medicina
Lucia,MAT6771,Administração
Pedro,MAT9764,Medicina
Rafael,MAT9987,Engenharia
Maria,MAT5219,Medicina
Carlos,MAT4985,Medicina
Gabriel,MAT8124,Economia
Ana,MAT1681,Administração
Fernanda,MAT9782,Ciências da Computação
Maria,MAT6562,Ciências da Computação
Fernanda,MAT5322,Medicina
Rafael,MAT6523,Ciências da Computação
Fernanda,MAT3965,Engenharia
João,MAT7822,Administração
João,MAT3613,Engenharia
Rafael,MAT7239,Medicina
Pedro,MAT8577,Engenharia
Ana,MAT3312,Engenharia
Carlos,MAT3535,Administração
Pedro,MAT1820,Medicina
Gabriel,MAT5282,Ciências da Computação
Maria,MAT9685,Ciências da Computação
Maria,MAT1422,Medicina
Gabriel,MAT3974,Economia
Lucia,MAT8754,Engenharia
Rafael,MAT8533,Administração
Julia,MAT3515,Administração
Ana,MAT9410,Medicina
Julia,MAT8922,Economia
Carlos,MAT5854,Medicina
Maria,MAT7045,Economia
Ana,MAT1298,Administração
Gabriel,MAT7412,Ciências da Computação
Pedro,MAT6876,Engenharia
Maria,MAT3057,Engenharia
Maria,MAT5267,Medicina
Ana,MAT2845,Economia
Carlos,MAT1862,Medicina
João,MAT7069,Medicina
Maria,MAT9924,Engenharia
Carlos,MAT9990,Ciências da Computação
Lucia,MAT2876,Economia
Lucia,MAT6232,Ciências da Computação
Julia,MAT1354,Ciências da Computação
Fernanda,MAT1774,Administração
Maria,MAT9471,Medicina
Carlos,MAT6920,Ciências da Computação
Lucia,MAT4501,Engenharia
Maria,MAT5361,Economia
Rafael,MAT9063,Medicina
Fernanda,MAT4081,Engenharia
Maria,MAT8882,Engenharia
Maria,MAT3547,Ciências da Computação
Fernanda,MAT5942,Ciências da Computação
Carlos,MAT2890,Engenharia
Fernanda,MAT5453,Ciências da Computação
Lucia,MAT5959,Ciências da Computação
Ana,MAT7008,Medicina
Julia,MAT5310,Ciências da Computação
Fernanda,MAT3472,Economia
Lucia,MAT3133,Administração
Ana,MAT3703,Ciências da Computação
João,MAT2088,Medicina
Pedro,MAT6390,Economia
Lucia,MAT5497,Medicina
Maria,MAT3527,Administração
Julia,MAT9937,Administração
Gabriel,MAT3596,Medicina
Ana,MAT3245,Engenharia
Julia,MAT6125,Engenharia
Gabriel,MAT4203,Engenharia
Carlos,MAT3542,Administração
Julia,MAT6691,Ciências da Computação
Lucia,MAT4743,Engenharia
Gabriel,MAT2720,Engenharia
Maria,MAT2762,Ciências da Computação
Fernanda,MAT3906,Medicina
João,MAT1986,Medicina
Ana,MAT7951,Medicina
Fernanda,MAT5854,Medicina
Ana,MAT6080,Economia
Ana,MAT9129,Ciências da Computação
Carlos,MAT7455,Administração
Pedro,MAT9314,Administração
Julia,MAT7981,Administração
Maria,MAT8931,Medicina
Rafael,MAT3207,Administração
Rafael,MAT4180,Administração
Maria,MAT4192,Engenharia
Carlos,MAT1543,Administração
Gabriel,MAT9583,Medicina
Pedro,MAT2007,Administração
Maria,MAT2093,Administração
Rafael,MAT6198,Ciências da Computação
Ana,MAT7558,Engenharia
Fernanda,MAT4185,Medicina
Carlos,MAT7775,Engenharia
Pedro,MAT7457,Economia
Rafael,MAT6797,Engenharia
Fernanda,MAT9646,Administração
Julia,MAT5474,Administração
Ana,MAT7541,Economia
Lucia,MAT4663,Economia
Rafael,MAT4320,Ciências da Computação
João,MAT7544,Administração
Carlos,MAT6817,Engenharia
Carlos,MAT9754,Economia
Carlos,MAT5283,Medicina
Ana,MAT1170,Engenharia
Ana,MAT5686,Engenharia
Julia,MAT2783,Medicina
Lucia,MAT9427,Engenharia
Fernanda,MAT4198,Economia
Julia,MAT4641,Economia
Gabriel,MAT4524,Engenharia
Ana,MAT6875,Engenharia
Rafael,MAT2221,Administração
Pedro,MAT3010,Administração
Ana,MAT1044,Administração
João,MAT2419,Engenharia
Gabriel,MAT8810,Administração
Gabriel,MAT1172,Administração
João,MAT9672,Administração
Ana,MAT5138,Ciências da Computação
Lucia,MAT7036,Administração
Julia,MAT7550,Economia
Lucia,MAT4645,Engenharia
João,MAT7480,Administração
João,MAT9304,Economia
Ana,MAT8667,Engenharia
Carlos,MAT5726,Ciências da Computação
Julia,MAT8340,Medicina
Carlos,MAT4638,Medicina
Lucia,MAT5211,Engenharia
Lucia,MAT4049,Ciências da Computação
Fernanda,MAT3340,Administração
Maria,MAT1658,Administração
Pedro,MAT5734,Medicina
Maria,MAT4109,Ciências da Computação
Maria,MAT1419,Ciências da Computação
Carlos,MAT2660,Administração
Rafael,MAT7253,Medicina
Gabriel,MAT7807,Engenharia
Rafael,MAT1390,Economia
Rafael,MAT3003,Administração
Ana,MAT1496,Medicina
Lucia,MAT1233,Medicina
Rafael,MAT6184,Economia
Lucia,MAT7456,Administração
Gabriel,MAT5218,Ciências da Computação
Julia,MAT6464,Administração
Rafael,MAT8536,Ciências da Computação
Gabriel,MAT4739,Administração
Gabriel,MAT2245,Ciências da Computação
João,MAT4684,Administração
Gabriel,MAT1439,Administração
Gabriel,MAT4930,Ciências da Computação
Lucia,MAT3272,Administração
Ana,MAT9081,Engenharia
Maria,MAT4872,Medicina
Gabriel,MAT5878,Engenharia
Pedro,MAT2955,Ciências da Computação
Lucia,MAT8462,Engenharia
Gabriel,MAT8045,Ciências da Computação
Julia,MAT9884,Ciências da Computação
Pedro,MAT2464,Medicina
Maria,MAT6640,Engenharia
Julia,MAT3503,Ciências da Computação
João,MAT5199,Administração
Maria,MAT4031,Medicina
Fernanda,MAT3159,Medicina
Lucia,MAT9317,Administração
Carlos,MAT4822,Administração
João,MAT1891,Engenharia
Maria,MAT2878,Medicina
Ana,MAT9563,Ciências da Computação
Lucia,MAT3857,Medicina
Pedro,MAT4179,Economia
Fernanda,MAT8630,Medicina
João,MAT4859,Administração
Fernanda,MAT5941,Economia
Carlos,MAT6743,Medicina
Ana,MAT1469,Ciências da Computação
Gabriel,MAT5601,Administração
Lucia,MAT1689,Ciências da Computação
Lucia,MAT6749,Medicina
Gabriel,MAT7463,Administração
Fernanda,MAT5427,Administração
Rafael,MAT6706,Administração
Maria,MAT1953,Economia
Pedro,MAT1697,Ciências da Computação
Ana,MAT6147,Medicina
Ana,MAT2696,Ciências da Computação
João,MAT9644,Engenharia
Julia,MAT7010,Medicina
Gabriel,MAT1242,Medicina
Gabriel,MAT2519,Engenharia
Gabriel,MAT3987,Engenharia
Rafael,MAT8888,Administração
João,MAT4664,Economia
João,MAT3329,Medicina
Maria,MAT7658,Administração
Julia,MAT4357,Ciências da Computação
Gabriel,MAT4622,Ciências da Computação
Julia,MAT4506,Administração
Pedro,MAT9865,Engenharia
Pedro,MAT9968,Medicina
Rafael,MAT5177,Ciências da Computação
Rafael,MAT2712,Engenharia
Maria,MAT9341,Ciências da Computação
Maria,MAT6322,Economia
Rafael,MAT2911,Medicina
Carlos,MAT9259,Administração
Julia,MAT2769,Engenharia
Rafael,MAT9846,Engenharia
Ana,MAT1904,Medicina
João,MAT7314,Ciências da Computação
Pedro,MAT4144,Engenharia
Maria,MAT8111,Ciências da Computação
Carlos,MAT7316,Engenharia
Carlos,MAT9252,Medicina
Gabriel,MAT1131,Medicina
João,MAT6906,Medicina
Maria,MAT6982,Economia
Pedro,MAT2683,Administração
Gabriel,MAT4026,Economia
Pedro,MAT9679,Ciências da Computação
Carlos,MAT3581,Ciências da Computação
Pedro,MAT6567,Engenharia
Carlos,MAT7135,Economia
Ana,MAT4560,Economia
Julia,MAT6859,Engenharia
Gabriel,MAT4740,Economia
Rafael,MAT3398,Ciências da Computação
Julia,MAT2234,Administração
Carlos,MAT1464,Ciências da Computação
Ana,MAT2825,Administração
Gabriel,MAT2200,Administração
Pedro,MAT7356,Medicina
Maria,MAT3368,Engenharia
Maria,MAT8099,Medicina
João,MAT7672,Administração
Fernanda,MAT4151,Medicina
Gabriel,MAT9620,Administração
Fernanda,MAT7017,Ciências da Computação
Fernanda,MAT7831,Administração
Fernanda,MAT1596,Medicina
Rafael,MAT5503,Administração
Rafael,MAT4706,Medicina
Gabriel,MAT8634,Engenharia
Pedro,MAT2537,Ciências da Computação
Rafael,MAT7295,Medicina
Maria,MAT6962,Medicina
Ana,MAT4203,Administração
Fernanda,MAT2748,Economia
Gabriel,MAT7805,Administração
João,MAT4067,Ciências da Computação
Pedro,MAT5865,Medicina
Fernanda,MAT2902,Economia
Fernanda,MAT7133,Ciências da Computação
Rafael,MAT4853,Medicina
Pedro,MAT3355,Economia
Lucia,MAT4868,Administração
Lucia,MAT5586,Medicina
Carlos,MAT6202,Administração
Ana,MAT3788,Economia
Lucia,MAT9328,Engenharia
Lucia,MAT2438,Ciências da Computação
Maria,MAT9174,Medicina
João,MAT1548,Economia
Julia,MAT5296,Administração
Maria,MAT4409,Ciências da Computação
Ana,MAT1798,Medicina
Ana,MAT9405,Economia
Ana,MAT1194,Ciências da Computação
João,MAT2902,Ciências da Computação
Rafael,MAT7162,Medicina
Julia,MAT3326,Medicina
Lucia,MAT4926,Ciências da Computação
Ana,MAT5499,Engenharia
Lucia,MAT6938,Economia
Julia,MAT3133,Administração
Lucia,MAT1300,Engenharia
Lucia,MAT5211,Administração
Pedro,MAT7163,Ciências da Computação
Rafael,MAT3902,Economia
Fernanda,MAT5387,Administração
Gabriel,MAT3469,Engenharia
Ana,MAT7550,Medicina
Maria,MAT8899,Engenharia
Fernanda,MAT3014,Ciências da Computação
Julia,MAT9353,Administração
Rafael,MAT6103,Ciências da Computação
Fernanda,MAT4037,Ciências da Computação
Maria,MAT5481,Engenharia
João,MAT8469,Medicina
Pedro,MAT2285,Administração
Lucia,MAT8439,Economia
Carlos,MAT1078,Economia
Maria,MAT1907,Administração
Ana,MAT8765,Administração
Maria,MAT5306,Engenharia
Pedro,MAT9303,Ciências da Computação
Rafael,MAT6203,Engenharia
Pedro,MAT4701,Medicina
Carlos,MAT4108,Medicina
Julia,MAT6857,Administração
Ana,MAT3937,Engenharia
Gabriel,MAT4599,Economia
Lucia,MAT1970,Economia
Lucia,MAT1122,Engenharia
Carlos,MAT3082,Ciências da Computação
João,MAT8000,Economia
Pedro,MAT5240,Economia
Julia,MAT7088,Ciências da Computação
Ana,MAT8442,Administração
Carlos,MAT8573,Engenharia
Carlos,MAT3165,Administração
Rafael,MAT1466,Administração
Maria,MAT5348,Economia
João,MAT1316,Economia
Gabriel,MAT1930,Engenharia
João,MAT3772,Ciências da Computação
Gabriel,MAT8650,Administração
Ana,MAT1821,Medicina
Ana,MAT9865,Ciências da Computação
Ana,MAT7914,Ciências da Computação
Pedro,MAT8818,Ciências da Computação
Carlos,MAT2106,Medicina
Gabriel,MAT1371,Engenharia
Maria,MAT8268,Administração
Carlos,MAT8351,Administração
João,MAT5234,Medicina
Lucia,MAT1720,Economia
Gabriel,MAT2776,Engenharia
João,MAT6042,Economia
Rafael,MAT5358,Engenharia
Julia,MAT9031,Ciências da Computação
Gabriel,MAT7107,Ciências da Computação
Fernanda,MAT1208,Engenharia
Pedro,MAT9987,Ciências da Computação
Rafael,MAT7552,Economia
Gabriel,MAT8944,Engenharia
Pedro,MAT6982,Economia
Ana,MAT9025,Ciências da Computação
Maria,MAT2200,Ciências da Computação
Pedro,MAT7692,Economia
Ana,MAT2879,Medicina
Julia,MAT6860,Administração
Gabriel,MAT6988,Engenharia
Maria,MAT8989,Administração
Fernanda,MAT8702,Economia
João,MAT8642,Medicina
Maria,MAT6468,Medicina
Lucia,MAT4466,Ciências da Computação
Rafael,MAT6508,Medicina
Fernanda,MAT5283,Medicina
Lucia,MAT5719,Engenharia
Gabriel,MAT8963,Engenharia
Julia,MAT3213,Administração
Fernanda,MAT6878,Administração
Gabriel,MAT5879,Medicina
Gabriel,MAT2934,Medicina
Gabriel,MAT9755,Economia
Ana,MAT3178,Medicina
João,MAT9100,Economia
Carlos,MAT6626,Economia
Carlos,MAT2595,Engenharia
Julia,MAT2958,Administração
Ana,MAT5135,Medicina
Ana,MAT5095,Ciências da Computação
João,MAT1774,Engenharia
Carlos,MAT8198,Economia
João,MAT4680,Economia
Fernanda,MAT9862,Administração
Ana,MAT3419,Economia
Maria,MAT2323,Ciências da Computação
Gabriel,MAT8987,Engenharia
João,MAT7569,Medicina
Carlos,MAT7182,Medicina
Ana,MAT9219,Ciências da Computação
Rafael,MAT9588,Ciências da Computação
João,MAT2427,Ciências da Computação
Rafael,MAT3359,Medicina
Pedro,MAT8905,Medicina
Gabriel,MAT5235,Economia
Maria,MAT5665,Medicina
Carlos,MAT6320,Engenharia
Carlos,MAT2474,Medicina
Rafael,MAT6584,Engenharia
João,MAT5992,Administração
Ana,MAT4726,Ciências da Computação
Maria,MAT1768,Engenharia
Carlos,MAT6304,Economia
Rafael,MAT9071,Engenharia
Ana,MAT9375,Ciências da Computação
Maria,MAT5571,Administração
Gabriel,MAT2313,Engenharia
Lucia,MAT4411,Medicina
Pedro,MAT6236,Engenharia
João,MAT9179,Medicina
Lucia,MAT8256,Economia
Rafael,MAT8703,Medicina
Pedro,MAT3716,Engenharia
Maria,MAT7946,Medicina
Fernanda,MAT5040,Medicina
Rafael,MAT3097,Economia
Ana,MAT2495,Economia
João,MAT6316,Medicina
Carlos,MAT7726,Administração
Fernanda,MAT5092,Engenharia
Fernanda,MAT1828,Engenharia
Ana,MAT6612,Medicina
Julia,MAT9396,Ciências da Computação
Lucia,MAT2276,Medicina
Maria,MAT1807,Ciências da Computação
Ana,MAT8906,Administração
Rafael,MAT2595,Medicina
Pedro,MAT8707,Ciências da Computação
João,MAT3437,Engenharia
Maria,MAT7802,Engenharia
Lucia,MAT4661,Economia
Ana,MAT3532,Economia
Lucia,MAT2467,Engenharia
Rafael,MAT3733,Administração
Julia,MAT3028,Ciências da Computação
Lucia,MAT3734,Ciências da Computação
Ana,MAT9956,Economia
Lucia,MAT8564,Ciências da Computação
Carlos,MAT2764,Administração
Julia,MAT4318,Administração
Fernanda,MAT9850,Administração
Ana,MAT8235,Engenharia
Maria,MAT2833,Medicina
Carlos,MAT1202,Medicina
João,MAT4273,Ciências da Computação
Julia,MAT8970,Economia
Ana,MAT5739,Ciências da Computação
Rafael,MAT1249,Medicina
Lucia,MAT3200,Administração
Ana,MAT7179,Medicina
Julia,MAT7341,Economia
Lucia,MAT1859,Ciências da Computação
Pedro,MAT7289,Administração
Rafael,MAT1508,Administração
Pedro,MAT9776,Ciências da Computação
João,MAT2905,Engenharia
João,MAT6162,Medicina
Lucia,MAT2430,Engenharia
Julia,MAT9478,Economia
Julia,MAT9007,Medicina
Maria,MAT1444,Administração
Gabriel,MAT6917,Ciências da Computação
Pedro,MAT1539,Engenharia
Fernanda,MAT7511,Medicina
Ana,MAT5211,Medicina
Carlos,MAT6345,Engenharia
Gabriel,MAT7391,Medicina
Gabriel,MAT5236,Medicina
Fernanda,MAT7647,Medicina
Fernanda,MAT3589,Medicina
Maria,MAT7941,Medicina
João,MAT5652,Engenharia
Julia,MAT8627,Economia
Lucia,MAT1415,Economia
Julia,MAT8297,Ciências da Computação
Pedro,MAT8902,Economia
Rafael,MAT1996,Economia
Maria,MAT4002,Administração
Ana,MAT3586,Economia
Rafael,MAT1975,Ciências da Computação
Rafael,MAT4178,Ciências da Computação
Maria,MAT9771,Medicina
Julia,MAT8977,Administração
Ana,MAT1143,Administração
Gabriel,MAT7161,Ciências da Computação
Carlos,MAT1155,Economia
Lucia,MAT6845,Economia
João,MAT6568,Administração
Rafael,MAT9801,Economia
Rafael,MAT3911,Engenharia
Pedro,MAT7437,Ciências da Computação
Gabriel,MAT6575,Engenharia
Carlos,MAT3378,Ciências da Computação
João,MAT3842,Economia
Carlos,MAT1473,Medicina
Fernanda,MAT6188,Ciências da Computação
Ana,MAT4824,Medicina
Fernanda,MAT9271,Ciências da Computação
Maria,MAT5003,Economia
Maria,MAT7031,Economia
Gabriel,MAT7019,Engenharia
Carlos,MAT4352,Administração
Lucia,MAT9953,Economia
Lucia,MAT8977,Administração
Pedro,MAT8335,Administração
João,MAT9421,Ciências da Computação
Maria,MAT7235,Ciências da Computação
Maria,MAT6273,Ciências da Computação
Julia,MAT3895,Medicina
João,MAT6252,Medicina
Rafael,MAT6562,Medicina
Pedro,MAT3596,Ciências da Computação
Ana,MAT6656,Economia
Lucia,MAT1465,Medicina
Gabriel,MAT9915,Ciências da Computação
João,MAT6263,Medicina
Carlos,MAT2906,Administração
Gabriel,MAT9530,Engenharia
Maria,MAT4090,Economia
Carlos,MAT5366,Ciências da Computação
Fernanda,MAT5716,Economia
Carlos,MAT7646,Economia
Maria,MAT2205,Ciências da Computação
Lucia,MAT1647,Medicina
Julia,MAT8915,Economia
João,MAT1835,Administração
João,MAT8645,Engenharia
Fernanda,MAT7422,Administração
